11840
47457	120万人	3
23462	120万円	4
23463	120人	6
52825	120倍	1
43090	120円	9
30279	120分	3
69570	120回	1
71609	120度	2
50244	120日	12
68941	120日間	1
75429	120時間	1
37205	120枚	1
39076	120点	3
56567	120秒	1
35866	121	8
70431	1210	1
44157	1212	3
69508	1213	1
29454	121人	4
42332	121日	3
33493	122	6
37517	1222	1
44158	1224	1
10776	12251	1
68475	1225301	2
68476	1225302	2
80596	1228	1
20643	12288	12
9633	12289	35
44159	1229	1
9634	12290	32
20644	12293	10
70236	12294	1
35330	12295	4
54285	12296	1
54286	12297	1
25706	122人	1
79155	122日	1
18054	123	21
22406	1230	1
21885	12300	29
21886	12301	29
28812	12302	5
28813	12303	5
20645	12304	7
20646	12305	7
44252	12316	5
54475	1234	5
56426	12345	4
4157	12346	1
20647	12354	23
20648	12356	28
20649	12358	24
20650	12360	19
20651	12362	25
20652	12363	26
20653	12364	27
20654	12365	25
24589	12366	6
20655	12367	27
24590	12368	10
20656	12369	23
20657	12370	12
20658	12371	27
20659	12372	25
20660	12373	27
20661	12374	10
20662	12375	24
21887	12376	10
20663	12377	30
24591	12378	15
20664	12379	24
30020	1238	1
35331	12380	10
20665	12381	18
29762	12382	7
20666	12383	26
20667	12384	25
20668	12385	22
20669	12387	24
24592	12388	17
49553	12389	5
20670	12390	26
20671	12391	27
20672	12392	28
24593	12393	23
20673	12394	24
20674	12395	27
20675	12397	10
20676	12398	29
20677	12399	27
52813	123人	1
26655	123日	2
16943	124	8
25483	12400	13
71771	12401	2
35332	12402	10
68477	1240280	2
20678	12403	17
24911	12404	1
24594	12405	6
25484	12406	8
20679	12408	9
20680	12409	18
24595	12411	16
35333	12412	5
71772	12413	1
20681	12414	27
20682	12415	23
24596	12416	11
20683	12417	25
21888	12418	19
24597	12419	6
21637	1242	3
20684	12420	17
39880	12422	3
24598	12423	11
20685	12424	20
20686	12425	21
20687	12426	26
74447	12426105	1
20688	12427	29
20689	12428	22
20690	12429	17
20691	12431	23
20692	12434	29
24599	12435	21
85610	12441	1
37399	12449	2
24600	12450	24
24601	12451	10
20693	12452	27
21889	12454	15
21890	12455	10
24602	12456	10
42304	12457	8
25485	12458	7
21891	12459	13
24603	12460	10
21892	12461	17
21893	12462	3
24604	12463	24
24605	12464	14
35334	12465	7
24912	12466	2
23871	12466149	1
21894	12467	20
24606	12468	4
20694	12469	15
19946	1247	3
25486	12470	5
21895	12471	16
24607	12472	12
20695	12473	27
56908	12474	4
24608	12475	12
53565	12476	1
35335	12477	4
20696	12479	16
25487	12480	10
65337	12480円	1
21896	12481	16
21897	12483	25
21898	12484	11
20697	12486	12
21899	12487	13
20698	12488	22
20699	12489	23
20700	12490	10
21900	12491	11
39881	12493	9
37400	12494	3
21901	12495	5
21902	12496	17
24609	12497	11
24913	12498	3
20701	12499	12
43717	124人	3
79156	124日	1
33494	125	15
24610	12500	10
21903	12501	16
24611	12502	14
20702	12503	17
24612	12504	3
24613	12505	12
24614	12506	8
49554	12507	3
24914	12508	4
24615	12509	15
20703	12510	13
21904	12511	9
21905	12512	20
20704	12513	22
49555	12514	3
24616	12515	15
24915	12516	4
21906	12517	10
49556	12518	3
21907	12519	10
25488	12520	1
24916	12521	17
20705	12522	19
50646	125224	1
20706	12523	23
20707	12524	25
24617	12525	17
24618	12527	9
20708	12531	30
24917	12534	2
20709	12539	22
20710	12540	31
44160	1256	1
39474	12560円	1
70943	125cm	2
63473	125万円	1
43718	125人	3
71628	125円	2
36340	125周年	1
12208	125回	1
39605	125年目	1
17089	125日	9
46994	126	5
56816	1260	4
79790	1260円	1
83237	1261	1
54333	1261267	3
79898	1263	2
7364	126341	1
25816	1263822404	1
64801	1267	2
43091	126円	1
79157	126日	1
20001	127	4
57308	127.0.0.1	1
44161	1270万円	1
79976	1271	1
82847	1272	1
41264	1273	1
84210	1274	1
64903	127800	1
71569	127874661109	1
71570	127874663809	1
71571	127874665409	1
71572	127875446109	1
71573	127875449509	1
71574	127875452509	1
71575	127875624209	1
71576	127875625109	1
71577	127875626909	1
71578	127875801609	1
59613	127K	1
49516	127万円	1
73547	127人	1
67958	127日	2
67128	128	5
52092	1280	1
39475	12800円	1
54006	12804941	1
58664	128064	1
51649	128155	1
40190	1282	2
46293	128GB	2
43719	128人	2
59918	128年	1
17441	129	7
53610	1294423	1
60917	1295	1
49703	1296	1
59614	129K	1
74103	129日	2
68867	12K	1
18255	12cm	1
27777	12km	2
48170	12t	1
50245	12か月	4
46344	12インチ	1
33146	12万人	3
33972	12万円	3
9221	12人	13
32107	12位	11
75284	12億円	1
35178	12分	13
35179	12分間	1
41965	12区	2
10569	12回	9
14475	12年	12
47042	12年前	3
85521	12年度	1
63912	12年目	1
14824	12年連続	3
34284	12年間	4
18739	12日	18
2536	12時	38
36908	12時間	9
3567	12月	237
22870	12月10日	6
22871	12月11日	10
12421	12月12日	4
62742	12月13日	3
34272	12月14日	8
12422	12月15日	4
27736	12月16日	6
34300	12月17日	4
19144	12月18日	7
14692	12月19日	9
8605	12月1日	37
56835	12月20日	4
34082	12月21日	5
18382	12月22日	1
60154	12月23日	1
63757	12月24日	3
44535	12月25日	1
35636	12月26日	4
19838	12月27日	4
45683	12月28日	4
20968	12月29日	5
34301	12月2日	9
64635	12月30日	3
41450	12月31日	5
61213	12月3日	6
22872	12月4日	3
22873	12月5日	5
22639	12月6日	3
35285	12月7日	6
36820	12月8日	4
32182	12月9日	6
5463	12月上旬	4
22886	12月下旬	3
33925	12月中旬	3
80007	12本	1
43092	12枚	3
64418	12歳	2
58155	12球団	1
68417	12秒	1
70930	12種	1
44275	12色	2
65247	12週間	2
77526	12階	2
42550	12項目	1
79037	12１	1
4315	13	202
18383	13%	9
1271	13.	57
49385	13.1%	3
72917	13.2%	1
71840	13.5cm	1
38089	13.7%	2
64854	13.9%	1
46345	13.9mm	1
12752	130	9
7626	1300	11
38791	1300万人	1
83769	1300万円	1
14476	1300人	4
44253	1300円	2
63397	1300年	1
8994	1302	5
44162	1303	2
17670	1304	2
54256	13040173000	1
35082	130709	1
75824	13071	1
54007	13076	1
52542	1308	1
44163	1309	1
26489	130K	1
60432	130万	1
77420	130万円	1
60433	130万円の壁	2
32183	130人	3
74104	130日	3
68709	130点	1
39607	131	3
49386	1310	1
45730	1310円	1
36588	13119567	1
29445	132	4
53981	132位	1
29996	133	7
22407	1330	1
47908	1334	2
38792	133人	3
33495	134	8
74309	1341	1
44164	1342	1
74179	1342925887	1
40264	1343	1
54600	1349	1
77527	134m	1
66083	134人	3
46997	135	1
31373	1350	2
37218	1351	1
61969	1354	1
79114	13540	1
24826	135520	1
18908	1355年	1
44165	1358	1
18870	1358228985	1
44848	13585	1
57552	135回	1
50163	135日	1
41451	135時間	1
59891	136	2
49413	13602861	1
69509	1360億円	1
47629	13644	1
61970	1365	1
83047	136位	1
67129	137	3
32509	1377	1
83251	1378	1
62943	1378961888	1
83252	1379	1
83110	137人	1
43286	138	3
72120	1381829	1
44849	1383	1
60702	1388639	1
33580	138人	3
32029	139	2
70665	139200	1
44166	1394	1
54202	139人	2
19145	13ch	1
28099	13g	2
46346	13インチ	1
53982	13パーセント	1
40991	13万人	2
17834	13万円	3
11610	13人	5
71874	13件	1
41388	13位	9
42862	13作品	1
58156	13区	1
57309	13号	1
875	13回	6
6787	13年	12
56254	13年前	1
7162	13年目	2
43002	13年間	3
9691	13日	19
1742	13時	48
46294	13時間	1
68068	13期	2
40765	13歳	1
69428	13歳のハローワーク	1
21593	13番	2
52636	13秒	1
53855	13種	1
37709	13階	2
20188	13項目	1
79038	13１	1
1272	14	233
60388	14%	4
69822	14.2%	1
14438	14.3%	3
22216	14.4%	3
57013	14.5%	1
49329	14.7%	2
20841	14.8%	1
12023	140	17
5666	1400	3
36152	14001	1
19526	1400万円	2
44586	1400人	4
38942	1400円	1
28347	14023104	1
70666	140455	1
56568	1406	1
44850	1408	1
71618	140cm	1
35683	140km	1
27778	140m	1
82449	140キロ	1
70741	140センチ	1
23464	140万	2
72434	140万人	1
23465	140万円	2
84191	140人	1
69900	140倍	1
75365	140億円	1
52357	140兆円	1
48681	140円	6
33496	141	5
79302	14108	1
14115	1413	2
53500	1417972047	1
56569	1418	1
56570	141805	1
56693	141810	1
34205	14196	2
20105	141kg	2
25707	141人	2
41452	141時間	1
69690	142	2
56571	1421	1
50492	1422	2
73520	1425	1
56572	1429	1
71619	142cm	1
10110	143	4
76010	14335	1
44851	14386	1
28704	143875	1
44852	1439	1
56573	143g	1
73555	143万円	1
43093	143円	2
56574	144	4
22408	1440	1
65338	14400	1
65339	14400円	1
44167	1441	1
56575	1442	1
43559	1449	2
43094	144円	1
18700	145	4
44168	1453	2
35545	145cm	1
56576	145g	1
36153	146	2
57877	1460	1
36154	14630	1
44169	1465	1
70351	1467949959	1
44853	1468	1
54196	146人	1
42863	147	5
37518	1472	2
82801	1473	1
83238	1474	1
53477	1474256026	1
56085	147902	1
75158	147人	1
8747	148	6
56577	1481	1
44170	1482	1
53560	14828	1
49517	148万円	1
36155	149	5
58899	1499817005	1
58900	1499931194	1
69036	149センチ	1
25708	149人	2
70941	149円	1
47613	14cm	1
82512	14カ月	1
76115	14万人	1
9391	14万円	2
9222	14人	8
41389	14位	15
42864	14作品	1
66064	14倍	1
75405	14億	1
43095	14円	1
52181	14分	2
10777	14号	2
7802	14回	4
2870	14年	13
50662	14年目	1
61605	14年連続	1
59051	14年間	5
7529	14日	20
69741	14日間	1
1743	14時	41
18152	14時間	3
55067	14枚	2
55363	14番	2
74105	14週	1
74106	14週間	1
32891	14階	1
1273	15	391
36897	15%	9
72015	15.1%	1
78524	15.3%	1
75159	15.4%	3
49387	15.5%	2
66177	15.6%	3
52814	15.6倍	1
23556	15.7%	3
15492	15.8%	2
32709	15.9%	2
8323	15.9倍	1
14477	150	52
12423	1500	13
17671	15000	4
31102	15000円	4
66185	15001	1
60228	1500万人	1
23997	1500万円	3
19962	1500人	3
8814	1500円	14
31811	1500回	1
31790	150128	1
58901	1501684320	1
58902	1503055519	1
65625	1503414515	1
58903	1503780670	1
58904	1504560584	1
43274	150727	1
30471	1509361532523954	1
49193	150g	1
64244	150キロ	2
19947	150万	5
2211	150万人	3
42026	150万円	5
15179	150人	9
71629	150億円	1
19527	150円	3
36341	150周年	1
23479	150回	1
37849	150日	1
84021	150時間	1
53008	150枚	1
39868	150点	1
67130	151	2
39476	15100円	1
8606	151027	1
8607	1510270038	1
23872	15113890	1
34083	1512円	1
59219	15130円	1
72406	1517553973	1
76333	15189	1
49518	151万円	1
51566	151人	1
42215	152	2
58691	1520259534	1
22409	1525	1
39339	1525315163	1
58880	1526779867	1
79474	1526812359	1
58746	1528551152	1
58665	1529220818	1
75043	152m	1
29004	152人	1
43096	152円	1
57878	152日	1
36156	153	6
26656	1532	1
47236	1532505682364	1
